ugCourse,ugSpecialization,jobRole,cgpa,historyofBacklogs,computerLiteracy,problemSolving,TechnicalSkill,ResearchSkill,communicationSkill,interpersonalSkill,teamwork,adaptability,timeManagement,emotionalIntelligence,continousLearning,leadership
BA,History,Marketing Coordinator,8.9,14.8,3.2,5.9,8.0,5.6,7.3,7.0,4.0,9.1,0.2,4.1,6.9,7.1
BSc,Chemistry,Research Scientist,6.4,10.4,2.5,2.3,9.6,2.3,7.1,0.9,5.2,4.3,4.6,8.2,4.6,3.6
BE or BTech,Civil Engineering,Software Engineer,7.4,3.2,2.5,0.2,0.5,1.2,3.1,3.1,10.0,7.5,9.0,7.2,2.0,0.8
BSc,Biology,Lab Technician,3.8,13.0,4.3,2.3,4.0,6.0,0.1,0.0,4.5,3.3,0.9,5.0,5.4,7.1
BE or BTech,Civil Engineering,Network Engineer,5.7,8.0,9.1,2.3,8.5,1.0,8.9,5.6,8.8,1.7,4.8,4.5,5.3,7.8
BArch,Architecture,CAD Technician,9.7,1.8,1.6,6.5,5.2,2.4,6.8,8.8,0.8,3.3,3.1,8.7,2.9,5.6
BCom,Finance,Retail Manager,4.6,11.9,8.8,0.4,3.9,3.0,6.0,2.0,8.0,7.8,0.5,3.6,8.2,5.5
BA,History,Marketing Coordinator,1.5,8.0,8.4,9.3,5.6,2.4,8.0,7.1,4.6,7.5,1.5,1.1,3.1,7.9
BArch,Architecture,CAD Technician,2.8,6.1,3.0,2.0,8.5,2.3,3.0,4.5,6.2,1.8,3.6,2.1,2.6,1.4
BBA,International Business,Entrepreneur,6.4,4.9,1.4,5.5,7.4,4.3,4.9,1.7,2.5,5.4,2.1,1.9,2.2,5.4
BEd,Special Education,Special Education Teacher,6.9,4.6,3.8,8.0,1.7,6.3,3.7,2.2,9.9,0.1,1.7,1.9,8.5,4.7
BSc,Biology,Biomedical Engineer,7.4,12.9,0.4,7.5,8.4,5.0,9.7,1.8,7.1,5.2,5.3,1.2,9.1,6.2
BEd,Elementary Education,Instructional Designer,5.7,0.7,6.0,9.3,2.6,8.4,5.8,8.3,7.9,9.2,4.9,4.7,3.7,2.5
BFA,Painting,Film and Video Editor,1.0,2.0,5.0,6.5,0.6,9.5,5.6,1.4,5.2,2.3,6.1,4.3,8.9,4.4
BSc,Mathematics,Biomedical Engineer,8.0,5.4,6.5,4.0,7.1,8.2,8.4,2.0,8.9,8.0,6.2,1.1,2.6,2.4
BCom,Finance,Investment Analyst,4.1,10.3,2.0,3.9,0.2,1.4,5.4,2.4,0.6,3.3,0.2,4.7,3.7,0.4
BSA,Space Engineering,Astro-Ethnographer,7.2,5.4,5.7,9.4,1.3,9.1,5.8,9.3,6.0,9.0,7.9,9.2,8.2,0.8
BCom,Marketing,E-commerce Manager,6.5,10.4,8.2,1.0,2.1,2.8,2.9,8.7,0.2,6.1,4.2,6.2,5.9,8.7
BA,Economics,Social Media Manager,8.3,13.1,4.0,9.4,6.2,8.8,9.4,1.7,3.3,5.7,3.1,9.3,6.9,3.3
BArch,Architecture,Architect,4.2,8.0,4.5,9.0,4.6,4.5,6.9,6.9,1.8,1.9,6.6,3.9,6.2,0.1
BSc,Biology,Quality Control Analyst,9.9,0.5,1.9,4.1,1.3,2.4,9.7,3.7,7.8,3.7,8.0,4.3,5.7,6.6
BBA,Human Resource Management,Sales Manager,9.9,0.4,9.2,8.2,3.9,6.3,1.1,9.8,6.9,1.3,0.5,3.3,5.7,6.6
BCom,Accounting,Investment Analyst,2.9,2.5,0.8,0.7,5.8,2.7,6.4,0.4,9.1,3.2,10.0,8.1,3.9,9.7
BCA,Software Engineering,Web Developer,4.8,0.9,3.3,6.7,0.9,1.5,6.3,3.5,1.9,1.5,5.4,7.8,4.4,5.4
BA,History,Copywriter,7.0,2.7,7.3,7.9,0.0,6.3,1.5,2.6,7.8,3.2,3.0,1.2,2.8,10.0
BArch,Urban Planning,Real Estate Developer,2.4,4.1,3.8,4.7,9.7,2.4,2.6,5.8,7.5,2.9,2.8,7.1,0.0,0.7
BSc,Biology,Data Analyst,7.7,8.5,7.0,4.3,6.6,9.0,4.0,8.9,1.4,0.7,3.7,8.4,8.8,9.7
BSA,Astronomy,Space Musician,9.5,10.3,7.7,2.2,2.5,5.2,0.4,1.1,0.4,9.5,3.8,0.6,8.0,6.7
BBA,Human Resource Management,Project Manager,5.7,9.4,3.3,7.8,9.2,2.5,1.2,7.6,9.8,6.0,5.6,0.6,7.0,6.2
BA,Economics,Public Relations Specialist,4.1,8.5,2.3,3.5,1.8,5.5,6.4,6.3,5.0,8.9,0.7,6.4,5.7,8.0
BSc,Physics,Data Analyst,3.8,6.0,1.1,2.8,4.3,0.9,8.5,6.3,5.9,0.6,4.3,1.8,2.9,1.7
BE or BTech,Computer Science,Civil Engineer,8.7,4.1,3.9,4.3,4.0,3.5,3.6,4.8,9.5,0.1,5.2,1.3,9.5,8.6
BE or BTech,Electrical Engineering,Biomedical Engineer,4.4,8.1,7.5,5.4,6.1,0.4,7.1,7.6,3.5,2.5,9.3,8.8,9.5,4.2
BA,English Literature,Social Media Manager,4.3,0.7,9.6,9.4,6.0,2.0,7.5,4.5,7.4,6.0,9.0,8.5,7.9,8.2
BSA,Space Technology,Spacecraft Designer,1.4,7.4,3.0,4.0,5.1,3.2,4.8,5.0,8.5,3.5,4.0,3.2,8.5,6.4
BCA,Information Technology,Software Developer,9.9,2.5,7.2,8.4,3.0,2.1,7.0,0.5,8.0,9.2,8.3,0.8,1.9,9.6
BFA,Sculpture,Photographer,7.2,12.4,0.2,8.3,3.2,5.6,3.8,4.4,4.9,6.0,7.2,7.0,7.4,0.2
BEd,Secondary Education,Teacher,3.1,3.0,5.9,3.7,1.0,5.6,9.7,2.6,1.2,3.0,6.5,7.9,1.1,8.1
BE or BTech,Mechanical Engineering,Automotive Engineer,6.7,14.3,4.1,2.1,4.7,4.6,9.8,2.5,0.0,1.6,3.1,1.7,3.9,10.0
BE or BTech,Civil Engineering,Electrical Engineer,6.5,12.6,3.4,4.5,6.4,7.1,0.4,9.8,9.0,7.2,5.2,1.4,3.3,2.2
BBA,Human Resource Management,Marketing Manager,2.9,11.6,0.4,8.1,0.2,0.9,5.4,6.1,3.1,5.4,2.5,4.0,3.5,8.5
BSc,Physics,Research Scientist,2.5,10.1,3.8,4.2,8.9,5.2,1.4,3.3,6.4,2.0,4.3,5.9,9.3,9.1
BSc,Physics,Biomedical Engineer,7.3,0.9,2.1,9.9,2.3,3.8,9.6,2.6,8.6,3.6,0.0,0.9,8.5,7.4
BSA,Space Engineering,Astro-Ethnographer,4.8,1.0,9.8,1.9,4.4,1.8,2.0,6.9,9.5,4.8,4.2,6.8,3.9,2.4
BE or BTech,Computer Science,Biomedical Engineer,7.2,8.5,1.2,4.9,0.3,2.1,7.8,6.9,5.0,7.9,7.2,9.3,1.3,6.3
BSc,Biology,Environmental Scientist,5.6,15.0,2.6,5.2,9.3,1.6,7.9,0.6,5.2,0.8,6.4,7.3,8.2,0.6
BFA,Fine Arts,Film and Video Editor,7.3,2.8,5.0,4.3,2.6,7.1,5.7,9.7,9.1,6.1,4.9,1.5,1.0,3.1
BSc,Chemistry,Environmental Scientist,2.0,7.2,9.6,10.0,9.3,0.1,9.8,2.2,6.2,0.9,4.9,8.7,6.7,1.9
BSA,Space Engineering,Astrobiologist,8.2,1.5,9.2,9.9,5.5,7.4,0.8,2.5,0.4,2.9,7.5,1.3,0.3,8.1
BFA,Fine Arts,Photographer,7.2,3.7,6.3,1.8,0.2,7.7,8.9,0.8,9.7,1.8,8.2,1.1,1.2,0.0
BE or BTech,Civil Engineering,Robotics Engineer,3.7,0.1,6.8,0.1,4.2,8.5,1.1,8.1,4.2,5.9,0.4,2.9,5.6,9.3
BCA,Information Technology,Web Developer,8.2,8.1,5.4,4.8,4.0,8.5,8.4,4.3,3.5,9.7,1.8,4.2,7.2,8.9
BEd,Early Childhood Education,School Counselor,4.9,10.8,4.4,3.8,9.3,2.7,3.3,7.0,0.9,8.4,6.4,0.6,2.4,0.1
BEd,Secondary Education,Teacher,8.2,1.2,1.6,9.0,1.2,5.3,9.5,0.9,4.0,8.6,8.6,3.0,8.3,8.1
BCom,Finance,Accountant,2.4,13.3,7.0,3.8,0.8,3.8,4.4,2.6,0.9,8.8,3.0,9.9,8.0,7.9
BFA,Graphic Design,Interior Designer,8.0,14.3,4.0,5.1,6.1,2.1,1.3,4.8,10.0,2.6,8.0,7.9,5.9,9.0
BA,History,Copywriter,5.8,9.4,7.1,1.1,3.4,7.2,3.4,7.9,2.4,3.5,0.8,2.0,9.9,0.4
BArch,Interior Design,Landscape Architect,5.4,1.8,3.1,2.9,1.1,5.9,5.8,8.8,7.4,7.8,1.3,8.4,8.4,4.9
BA,History,Journalist,6.4,1.9,2.3,5.2,4.6,8.2,3.2,7.2,6.0,7.1,8.7,1.6,9.6,0.6
BEd,Elementary Education,Instructional Designer,3.6,8.6,7.0,3.9,7.3,4.6,4.9,0.6,9.4,4.2,10.0,1.6,6.0,7.1
BBA,Entrepreneurship,Operations Manager,1.0,8.4,1.5,3.6,1.6,9.2,6.4,3.4,1.5,5.6,0.2,4.2,9.6,9.2
BSc,Mathematics,Epidemiologist,4.4,13.9,3.9,1.8,9.0,6.2,2.4,9.9,2.5,6.6,9.2,4.8,9.8,0.5
BCA,Software Engineering,Software Developer,8.9,0.5,4.2,0.6,7.3,0.5,6.3,6.6,3.0,5.1,5.4,6.8,2.0,5.6
BSA,Space Engineering,Cosmic Philosopher,6.6,13.8,4.2,6.2,3.4,8.5,7.3,4.6,1.3,3.5,2.5,9.0,1.3,5.1
BCA,Web Development,Software Developer,2.0,7.6,4.2,3.3,8.2,6.2,1.1,2.7,0.4,8.6,2.9,1.7,3.6,3.1
BCA,Computer Applications,Systems Analyst,6.6,8.2,4.1,7.7,8.5,5.8,9.7,8.7,7.7,5.6,7.9,4.0,1.7,1.2
BFA,Fine Arts,Art Director,4.9,3.2,1.6,9.7,6.1,7.4,4.4,1.0,8.9,1.3,7.1,4.8,7.9,8.0
BCom,Marketing,E-commerce Manager,1.0,7.5,0.9,2.0,4.1,6.6,9.0,6.2,3.4,0.8,3.2,4.0,5.0,0.2
BSc,Physics,Epidemiologist,7.2,12.8,3.3,4.1,3.8,9.3,1.3,4.1,9.2,5.7,9.0,4.4,7.8,6.1
BSc,Mathematics,Environmental Scientist,5.1,13.1,1.2,8.4,2.6,8.0,1.8,3.9,6.3,5.4,4.6,8.6,4.9,0.8
BE or BTech,Mechanical Engineering,Civil Engineer,2.8,8.0,2.1,9.1,1.2,5.8,8.1,6.8,2.5,9.1,8.0,4.1,6.0,4.7
BCA,Information Technology,UI/UX Designer,2.5,8.2,2.8,7.6,6.9,6.6,1.3,1.1,7.8,5.9,6.1,4.5,0.5,8.2
BA,English Literature,Public Relations Specialist,5.0,1.8,2.6,9.9,2.9,9.2,1.9,5.1,4.8,9.5,3.7,3.2,7.4,0.7
BSA,Space Technology,Space Artist,5.7,10.8,8.3,9.8,3.8,0.9,5.9,2.2,1.1,8.8,9.1,4.5,6.6,5.1
BSA,Space Engineering,Interstellar Photographer,7.5,11.3,1.2,5.4,1.6,9.0,6.7,3.9,8.6,2.6,1.1,6.8,5.5,4.0
BCA,Web Development,Cybersecurity Analyst,4.3,7.8,0.2,4.9,7.1,8.3,5.1,0.8,1.0,6.1,6.8,7.5,7.3,9.2
BE or BTech,Computer Science,Network Engineer,9.8,10.7,1.6,2.1,4.2,0.2,1.9,0.7,0.5,7.9,9.0,1.0,6.0,1.9
BCA,Information Technology,UI/UX Designer,3.9,2.3,4.0,2.1,6.5,7.8,7.5,5.1,3.5,2.9,7.9,8.7,1.8,1.1
BSA,Astronomy,Intergalactic Diplomat,8.9,11.2,5.0,6.7,3.5,7.1,1.1,2.9,9.5,6.8,6.2,1.1,8.3,1.0
BFA,Painting,Art Director,2.8,9.2,1.0,4.7,5.0,6.4,4.5,1.7,2.6,7.9,0.9,1.4,3.7,1.0
BCA,Software Engineering,Systems Analyst,8.3,11.4,2.7,8.0,9.4,7.0,6.9,4.6,7.8,0.2,7.5,9.5,4.4,9.1
BCA,Computer Applications,UI/UX Designer,5.1,11.0,9.5,6.4,8.2,0.4,4.1,3.1,5.2,9.3,4.7,5.5,7.8,0.7
BCA,Web Development,IT Consultant,1.4,9.6,1.7,4.5,4.0,6.3,7.0,3.1,7.9,8.4,3.3,7.6,2.0,9.4
BCom,Management,Business Consultant,9.0,3.4,9.8,8.7,8.2,0.9,6.6,9.9,4.1,0.8,9.6,7.7,5.2,10.0
BCA,Web Development,Software Developer,9.2,2.1,2.8,6.3,2.0,2.7,9.9,9.9,7.0,8.4,1.6,3.5,7.9,8.3
BSA,Astrophysics,Galactic Historian,2.5,5.6,7.3,5.6,7.6,7.5,0.5,7.8,1.7,3.2,6.4,5.3,8.2,7.2
BSc,Chemistry,Pharmaceutical Sales Representative,3.9,14.5,1.1,0.4,4.8,5.8,2.0,0.5,4.1,8.1,6.5,3.1,4.2,5.2
BBA,Business Administration,Entrepreneur,4.4,13.1,3.0,5.7,6.9,8.7,3.3,0.8,8.4,9.4,2.1,3.5,5.8,5.3
BEd,Elementary Education,School Counselor,6.6,3.6,0.6,2.5,0.8,8.7,8.7,8.3,1.8,7.0,5.3,9.4,9.8,4.4
BE or BTech,Electrical Engineering,Software Engineer,7.0,14.5,5.6,1.7,7.8,8.5,9.7,3.1,2.3,1.3,5.5,4.8,1.1,6.6
BE or BTech,Mechanical Engineering,Robotics Engineer,9.8,1.0,8.6,5.8,1.9,9.7,8.2,0.9,2.0,2.8,9.4,3.2,9.1,2.6
BSA,Astronomy,Astrobiologist,8.7,7.4,1.0,8.0,5.3,0.8,0.9,2.4,3.5,1.2,5.5,1.6,7.2,4.3
BCA,Information Technology,Computer Programmer,6.5,6.3,7.5,8.9,2.5,9.1,4.0,5.7,3.2,2.8,7.0,2.0,6.2,2.1
BEd,Secondary Education,School Counselor,1.3,14.1,4.7,6.0,6.3,6.5,4.9,5.3,2.9,0.4,1.8,9.6,7.9,3.5
BEd,Elementary Education,Tutor,4.3,1.9,6.4,9.6,8.7,3.3,1.8,7.1,1.7,9.9,1.8,0.4,1.1,3.6
BEd,Early Childhood Education,Curriculum Developer,7.6,0.8,2.3,4.5,9.8,2.4,2.4,2.7,4.4,4.5,7.7,5.2,5.4,6.3
BBA,International Business,Operations Manager,4.2,6.8,1.6,9.8,7.4,4.7,6.8,4.8,1.5,9.6,7.3,2.3,2.7,1.8
BSc,Biology,Quality Control Analyst,7.5,9.1,1.1,9.7,1.8,4.7,3.1,2.5,4.6,6.3,6.1,9.9,6.6,8.9
BSA,Astronomy,Spacecraft Designer,5.9,0.1,8.7,1.2,10.0,2.4,7.5,3.0,8.9,8.9,3.5,3.4,1.2,6.5
BBA,Human Resource Management,Entrepreneur,6.6,6.7,9.2,1.2,6.1,1.2,7.4,6.2,6.7,6.3,9.8,3.2,8.1,7.5
BCA,Information Technology,UI/UX Designer,6.6,12.3,5.2,7.1,9.7,7.0,5.8,8.5,4.1,1.5,9.1,5.7,6.7,8.2
BCA,Web Development,Computer Programmer,7.1,0.7,1.1,6.2,6.6,3.8,4.4,2.2,0.4,5.9,8.7,8.2,6.0,2.5
BCom,Management,Retail Manager,6.5,12.9,0.1,1.9,6.3,9.0,7.5,5.2,3.3,0.0,9.4,4.2,9.9,4.8
BCA,Computer Applications,Cybersecurity Analyst,9.8,9.4,9.1,6.2,6.8,7.6,0.8,7.3,2.6,3.6,8.3,2.3,3.5,5.0
BCom,Accounting,Accountant,1.0,12.4,7.5,1.4,6.1,5.1,3.3,3.5,4.6,2.7,7.3,9.4,2.3,3.8
BCA,Software Engineering,Game Developer,1.6,11.3,5.8,3.8,6.5,4.3,9.1,3.8,6.0,3.0,0.4,8.8,1.2,9.1
BArch,Architecture,Building Inspector,7.0,7.5,1.9,8.9,8.7,7.6,4.9,0.3,4.3,6.2,0.2,1.8,0.4,7.4
BFA,Graphic Design,Art Teacher,5.0,4.1,7.9,5.1,4.1,1.3,7.9,7.5,6.0,0.2,8.7,0.4,9.6,8.6
BSc,Mathematics,Environmental Scientist,1.9,10.5,4.2,1.3,5.5,0.3,4.3,5.7,8.0,3.5,6.1,7.3,6.2,5.5
BCA,Software Engineering,Computer Programmer,8.0,5.3,3.7,9.7,2.9,4.9,6.3,1.6,6.2,6.7,0.4,9.0,5.9,8.5
BE or BTech,Computer Science,Software Engineer,1.8,13.9,8.6,6.7,0.2,1.1,2.4,5.0,0.1,8.7,5.9,9.8,8.3,3.9
BCA,Information Technology,UI/UX Designer,7.8,13.0,0.3,0.5,1.7,2.3,8.9,5.3,6.8,0.9,4.4,3.8,3.2,6.8
BBA,International Business,Human Resources Manager,9.0,3.1,7.7,0.3,4.3,7.4,0.3,9.9,1.2,7.4,2.8,8.4,9.7,8.0
BBA,Entrepreneurship,Supply Chain Manager,9.5,4.9,2.1,0.2,8.4,8.5,6.6,3.5,3.2,5.8,4.1,7.9,9.3,1.8
BEd,Special Education,Education Consultant,4.6,7.6,2.9,8.5,2.5,9.7,1.1,3.9,4.7,5.1,6.0,4.0,1.7,0.5
BCA,Computer Applications,Network Administrator,4.6,9.0,3.8,0.9,2.3,8.4,5.5,8.1,8.7,8.2,8.9,0.9,2.0,5.7
BArch,Architecture,Historic Preservationist,2.4,6.9,5.4,4.9,1.3,1.6,1.5,3.4,9.8,4.2,3.0,9.9,1.1,2.2
BA,Psychology,Public Relations Specialist,3.6,12.9,9.7,9.0,4.5,9.6,3.3,7.6,5.9,9.5,7.8,7.5,6.2,7.2
BArch,Landscape Architecture,CAD Technician,7.3,0.3,1.7,3.3,5.6,4.0,5.5,5.3,0.9,7.9,9.2,2.2,3.1,1.0
BE or BTech,Civil Engineering,Mechanical Engineer,8.6,11.8,0.4,8.2,9.1,4.8,9.5,1.1,8.5,7.2,7.9,6.3,8.8,3.8
BEd,Early Childhood Education,School Counselor,8.7,10.4,4.2,3.7,5.8,3.7,0.2,8.2,1.8,1.4,1.4,0.0,5.4,3.3
BBA,Entrepreneurship,Project Manager,2.4,9.8,3.5,9.3,5.7,4.1,2.0,4.7,5.7,7.9,3.2,7.6,8.0,2.9
BCom,Accounting,Tax Consultant,9.9,5.6,0.3,4.4,5.9,7.6,1.1,6.0,3.6,3.7,7.7,9.4,3.7,9.7
BSA,Space Technology,Space Musician,3.0,3.0,3.4,4.1,3.2,3.5,2.7,0.6,0.9,5.7,0.4,0.0,4.9,9.4
BSA,Astronomy,Intergalactic Diplomat,5.3,2.9,7.2,9.5,1.2,9.6,8.9,0.3,7.5,9.2,8.1,9.3,3.7,1.9
BA,History,Human Resources Assistant,1.8,4.3,2.2,5.8,4.9,4.7,8.6,7.9,6.0,7.1,1.8,6.6,0.9,4.8
BA,English Literature,Human Resources Assistant,9.0,9.9,3.9,8.2,3.6,0.7,5.3,7.2,8.1,2.4,3.6,7.9,2.5,3.3
BBA,Entrepreneurship,Financial Analyst,8.5,9.6,5.5,7.9,8.2,6.4,4.5,6.3,0.0,2.4,9.9,8.1,4.7,4.1
BSc,Mathematics,Biomedical Engineer,2.1,10.5,3.1,4.9,6.1,2.4,3.5,7.0,3.5,9.6,3.0,3.9,4.9,5.8
BCom,Marketing,Accountant,9.1,5.5,5.3,9.6,1.2,7.6,5.7,9.6,3.8,5.6,3.0,8.0,0.3,8.9
BSA,Astronomy,Spacecraft Designer,7.1,9.8,0.2,5.2,4.0,2.1,0.5,8.3,8.1,2.3,9.5,8.1,2.8,7.9
BBA,Entrepreneurship,Business Development Manager,7.7,14.7,8.9,0.4,4.7,4.3,5.0,8.4,3.5,6.5,2.1,6.0,7.9,0.3
BEd,Elementary Education,Instructional Designer,2.5,4.0,0.7,9.8,4.1,6.5,4.8,9.8,2.0,5.7,4.3,7.3,2.6,9.9
BSA,Astronomy,Exoplanetary Geologist,2.3,9.9,8.2,7.6,7.1,1.5,8.2,5.8,1.0,4.8,2.1,2.8,1.1,9.8
BE or BTech,Electrical Engineering,Robotics Engineer,1.0,14.5,8.9,5.4,9.8,5.7,3.7,1.3,7.4,3.9,5.5,4.7,9.6,8.5
BBA,Entrepreneurship,Marketing Manager,2.3,10.7,8.5,5.8,3.3,1.8,2.6,8.5,4.0,8.6,1.8,7.1,7.3,6.2
BA,English Literature,Human Resources Assistant,3.6,5.5,9.1,8.1,7.6,5.5,3.4,6.9,1.0,2.7,2.9,6.0,6.1,9.4
BA,Economics,Fundraiser,1.4,0.5,4.5,6.7,1.9,0.4,8.5,7.9,1.5,0.4,1.0,1.2,5.9,3.5
BArch,Landscape Architecture,Real Estate Developer,1.7,10.2,5.9,6.2,9.1,8.1,3.6,8.2,2.3,4.2,3.9,3.6,7.4,5.4
BArch,Landscape Architecture,CAD Technician,4.7,0.4,9.9,0.6,6.4,2.8,4.5,5.2,8.4,6.1,9.7,1.4,9.8,1.8
BE or BTech,Electrical Engineering,Mechanical Engineer,7.0,9.2,7.6,8.5,0.3,9.2,3.8,9.9,7.6,8.2,1.7,2.3,7.7,9.8
BSc,Chemistry,Epidemiologist,4.2,8.1,9.3,9.2,2.5,5.4,5.7,6.5,4.6,8.2,0.8,9.4,6.9,3.8
BBA,International Business,Business Development Manager,7.3,4.7,6.8,8.3,3.2,1.0,6.6,7.3,2.3,4.2,0.1,1.4,5.8,8.0
BFA,Fine Arts,Art Director,1.8,6.7,5.2,9.3,3.8,3.4,5.1,9.3,9.1,6.7,0.2,6.6,7.2,4.5
BSA,Astronomy,Astro-Ethnographer,3.4,7.9,5.9,5.8,9.8,1.0,5.3,3.5,5.8,3.7,3.3,1.5,5.1,5.5
BE or BTech,Electrical Engineering,Aerospace Engineer,5.0,2.7,4.9,6.0,0.8,4.4,9.8,5.3,5.6,9.4,1.2,2.4,5.0,3.5
BEd,Secondary Education,Tutor,3.2,3.5,8.2,7.7,8.9,2.6,7.1,1.1,7.3,4.6,2.2,3.2,3.6,5.0
BE or BTech,Civil Engineering,Chemical Engineer,5.8,11.6,7.6,1.6,0.6,2.3,4.3,3.8,3.8,6.3,3.8,7.6,8.7,4.3
BCA,Information Technology,Cybersecurity Analyst,1.3,9.7,7.8,6.5,5.4,9.6,7.3,6.1,0.6,4.5,7.1,4.0,6.4,5.1
BE or BTech,Mechanical Engineering,Mechanical Engineer,7.6,2.4,8.5,4.2,6.4,8.4,1.9,1.4,4.0,0.8,5.2,2.8,0.2,9.2
BSA,Astronomy,Space Musician,4.4,0.0,9.1,1.6,1.0,3.1,2.5,1.5,9.0,0.6,2.3,6.1,1.7,2.1
BE or BTech,Civil Engineering,Mechanical Engineer,4.7,10.5,1.2,3.5,5.3,3.6,4.0,7.8,1.5,2.3,0.8,6.5,6.8,9.7
BSA,Astrophysics,Interstellar Photographer,2.0,1.2,4.5,3.3,3.7,7.3,8.4,5.7,7.0,6.5,4.1,2.8,1.3,1.7
BFA,Sculpture,Film and Video Editor,7.4,7.5,7.6,9.5,7.5,4.8,1.6,7.6,9.5,0.8,8.8,6.6,1.7,8.7
BSc,Chemistry,Data Analyst,5.7,14.8,5.5,0.5,3.3,9.7,3.4,4.2,5.2,1.5,5.5,6.3,3.2,9.3
BSc,Physics,Data Analyst,6.2,9.1,1.6,8.1,4.6,9.6,7.7,9.4,3.8,8.5,1.4,8.6,7.9,0.0
BSA,Space Engineering,Astro-Ethnographer,2.1,14.7,8.2,4.3,3.5,7.9,1.7,1.7,5.5,9.6,7.0,8.0,2.6,0.6
BFA,Painting,Multimedia Artist,9.4,6.4,2.8,7.2,7.5,4.2,3.4,3.3,0.2,1.6,7.0,3.5,2.2,0.1
BCA,Information Technology,Database Administrator,7.8,13.9,4.3,0.7,2.6,4.7,5.5,3.4,5.5,2.9,2.3,6.4,3.1,5.8
BCom,Accounting,Financial Analyst,9.8,13.2,4.3,0.5,8.0,6.7,1.0,1.6,7.8,7.8,7.8,3.0,8.3,7.6
BCom,Finance,Risk Analyst,2.0,13.3,10.0,2.5,1.9,7.4,3.4,9.1,4.8,2.1,3.8,4.9,4.4,1.7
BSc,Physics,Research Scientist,8.4,11.2,9.3,6.0,9.5,8.3,5.1,7.7,6.7,9.9,8.7,8.6,4.3,3.2
BArch,Interior Design,Architect,5.4,0.5,8.2,5.8,2.5,3.0,8.9,7.2,9.0,4.4,8.4,0.5,0.1,0.5
BCA,Web Development,Computer Programmer,5.3,2.2,5.2,2.9,9.7,7.1,4.8,2.3,8.1,1.4,6.4,4.8,5.7,3.4
BE or BTech,Computer Science,Biomedical Engineer,7.0,12.3,1.4,6.6,2.6,0.6,7.1,6.2,0.2,8.7,8.0,9.6,4.6,5.6
BSA,Space Engineering,Space Musician,2.0,2.6,3.2,6.7,2.9,0.3,0.9,3.9,7.0,4.2,6.7,4.2,1.4,5.3
BEd,Secondary Education,Instructional Designer,4.0,3.8,0.3,9.8,9.3,9.4,1.2,3.0,7.4,1.5,1.3,8.0,5.1,3.4
BCom,Accounting,Retail Manager,1.6,12.8,9.7,6.9,0.1,3.9,7.4,6.3,8.3,9.2,7.9,1.4,6.7,8.0
BCom,Finance,Retail Manager,5.1,8.6,6.7,1.6,0.2,3.9,0.4,9.8,1.1,9.6,3.3,0.7,2.7,2.2
BCA,Software Engineering,Network Administrator,5.1,3.3,9.0,1.2,4.2,2.3,3.9,2.7,4.2,6.4,7.5,2.2,3.1,2.7
BBA,International Business,Supply Chain Manager,2.7,13.7,3.5,5.3,6.4,9.4,9.3,5.4,3.0,2.2,2.4,0.7,0.5,7.9
BBA,International Business,Business Development Manager,8.1,0.0,5.2,2.8,8.2,8.7,4.4,1.7,7.2,8.2,0.7,5.0,0.6,2.9
BEd,Early Childhood Education,Education Administrator,9.6,0.2,4.6,7.9,7.0,0.4,6.7,9.2,0.1,2.1,0.1,5.3,1.6,4.3
BFA,Graphic Design,Art Director,2.1,7.0,6.5,4.8,2.7,0.1,0.9,1.4,9.8,4.3,2.8,1.8,2.0,5.1
BArch,Interior Design,Real Estate Developer,8.8,12.5,1.2,3.0,5.7,5.2,0.3,9.6,7.3,6.7,1.3,8.4,3.3,3.5
BSc,Biology,Biomedical Engineer,6.5,12.4,8.5,4.7,9.5,1.0,2.2,5.2,3.9,5.9,5.3,0.6,4.7,0.2
BBA,Human Resource Management,Sales Manager,9.7,10.9,5.2,8.6,1.2,9.4,2.7,2.8,4.6,3.5,2.1,3.2,0.4,1.5
BCom,Finance,Sales Executive,9.0,10.7,7.0,4.7,2.5,8.7,8.0,9.0,5.6,6.4,9.3,3.3,9.2,7.0
BBA,Entrepreneurship,Financial Analyst,7.2,12.7,7.0,9.2,9.4,7.5,2.4,8.2,2.3,5.2,7.5,0.2,5.7,9.2
BCom,Accounting,Investment Analyst,5.1,4.4,2.5,8.9,7.3,3.1,3.6,1.8,9.4,4.4,3.2,7.1,9.0,3.8
BCA,Software Engineering,Computer Programmer,8.9,11.3,6.8,5.0,4.6,1.9,1.7,0.7,5.5,5.8,0.8,7.9,1.2,6.6
BFA,Fine Arts,Art Director,2.1,12.0,3.8,0.6,1.7,9.4,4.5,0.7,6.0,5.9,2.0,3.8,9.5,5.5
BCA,Computer Applications,Computer Programmer,9.2,12.7,9.2,9.1,0.4,8.6,6.9,2.3,5.3,2.7,3.5,9.5,7.0,3.2
BCA,Computer Applications,Web Developer,1.2,0.2,1.7,2.6,2.2,2.3,5.8,2.9,8.7,5.6,4.9,0.7,0.5,0.6
BSc,Physics,Research Scientist,3.5,8.8,3.1,1.2,7.2,7.8,2.0,8.6,5.1,1.3,1.4,0.4,8.9,5.5
BA,Psychology,Content Writer,5.9,14.2,4.8,9.5,2.5,0.6,7.8,1.0,2.5,6.3,0.8,3.1,10.0,4.7
